Tags;Checked;Name;Formula;Annot. Source: Predicted Compositions;Annot. Source: mzCloud Search;Annot. Source: mzVault Search;Annot. Source: ChemSpider Search;Annot. Source: MassList Search;Annot. DeltaMass [ppm];Calc. MW;m/z;RT [min];Area (Max.);# ChemSpider Results;# mzCloud Results;# mzVault Results;mzCloud Best Match;mzCloud Best Match Confidence;mzCloud Best Sim. Match;mzVault Best Match;Mass List Match: Endogenous Metabolites database 4400 compounds;Mass List Match: Natural Products Atlas 2020_06;MS2;Reference Ion;Area: JB10553.raw (F1);Area: JB10553_20250303023609.raw (F2);Peak Rating: JB10553.raw (F1);Peak Rating: JB10553_20250303023609.raw (F2)
;FALSO;DL-Ala-DL-Leu;C9 H18 N2 O3;No results;No results;No results;Full match;No results;-0,06;202,13173;203,13901;1,962;1217112,417;6;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;1217112,417;;8,3
;FALSO;;;No results;No results;No results;No results;No results;;505,61904;506,62631;1,173;1283327,432;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;1283327,432;;8,8
;FALSO;Bacithrocin C;C18 H27 N5 O3;Full match;No results;No results;No results;Full match;-3,56;361,21011;362,21738;7,442;9535104,682;0;0;0;;;;;No matches found;Single match found;DDA for preferred ion;[M+H]+1;9535104,682;6750653,39;5,7;7,3
;FALSO;;C9 H19 O6 P S;Full match;No results;No results;No match;No results;-3,52;286,06299;287,07026;1,147;729984,7846;2;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;729984,7846;565042,5457;7,9;7,9
;FALSO;dimethylformamide;C3 H7 N O;Full match;No results;No results;Full match;Full match;1,05;73,05284;74,06012;1,221;4847833,589;12;0;0;;;;;Multiple matches found;No matches found;DDA for preferred ion;[M+H]+1;4847833,589;3667135,341;4,2;6,4
;FALSO;;;No results;No results;No results;No results;No results;;71,49484;72,50212;0,993;3768934,317;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;3121674,03;3768934,317;5,3;3,2
;FALSO;(2E)-decenoic acid;C10 H18 O2;Full match;No results;No results;Full match;Full match;0,02;170,13068;171,13796;7,341;2498590,654;160;0;0;;;;;Multiple matches found;Multiple matches found;DDA for preferred ion;[M+H]+1;2498590,654;2123572,27;7;7,5
;FALSO;;C5 H2 O6 S;Full match;No results;No results;No results;No results;-3,84;189,95648;190,96375;1,954;1001859,6;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;1001859,6;824053,0262;8,8;7,4
;FALSO;Diethyl 1,1-cyclopentanedicarboxylate;C11 H18 O4;Full match;No results;No results;Full match;Partial match;0,1;214,12053;215,12781;7,026;23699887,72;9;0;0;;;;;No matches found;Multiple matches found;DDA for preferred ion;[M+H]+1;23699887,72;21670878,15;5,1;5,7
;FALSO;;C4 H O14 P3 S3;Full match;No results;No results;No results;No results;-1,39;461,77348;462,78033;1,142;1167512,15;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;1167512,15;;7,7;
;FALSO;;C8 H2 O18 P2 S;Full match;No results;No results;No results;No results;-1,34;479,84307;480,85034;1,055;1097598,15;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;1097598,15;;5
;FALSO;;C21 H33 N6 O2 P3;Full match;No results;No results;No results;No results;-3,41;494,1861;248,10033;1,667;4191069,486;0;0;0;;;;;No matches found;No matches found;DDA for other ion;[M+2H]+2;4191069,486;3643414,499;5,9;7
;FALSO;;;No results;No results;No results;No results;No results;;156,11641;157,12369;7,171;23800651,69;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;23800651,69;;5,1
;FALSO;Safingol;C18 H39 N O2;Full match;No results;No results;Full match;Full match;0,17;301,29813;302,30541;7,003;2196292,166;4;0;0;;;;;Single match found;No matches found;DDA for preferred ion;[M+H]+1;1725003,105;2196292,166;8,3;8
;FALSO;Furaneol;C6 H8 O3;Full match;No results;No results;Full match;Full match;0,28;128,04738;129,05466;1,47;11073396,67;31;0;0;;;;;Multiple matches found;Multiple matches found;DDA for preferred ion;[M+H]+1;9766773,399;11073396,67;5,1;5,7
;FALSO;;;No results;No results;No results;No results;No results;;1555,66105;778,8378;1,097;965587,3616;0;0;0;;;;;No matches found;No matches found;No MS2;[M+2H]+2;929148,207;965587,3616;8,3;8,3
;FALSO;Phenylethyl alcohol;C8 H10 O;No results;No results;No results;Full match;Full match;0,21;122,07319;123,08047;7,272;10712390,95;25;0;0;;;;;Multiple matches found;Single match found;DDA for preferred ion;[M+H]+1;;10712390,95;;4,6
;FALSO;;C4 H2 O15 P2 S;Full match;No results;No results;No results;No results;0;383,85896;384,86624;1,111;707816,1878;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;669183,4288;707816,1878;8,5;8,5
;FALSO;;C18 H27 N5 O4;Full match;No results;No results;No results;No results;-3,6;377,20495;378,21222;7,491;3958784,003;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;3318679,438;3958784,003;4,8;3,7
;FALSO;1-[(8Z,11Z,14Z)-icosatrienoyl]-sn-glycero-3-phosphocholine;C28 H52 N O7 P;Full match;No results;No results;Full match;No results;3,44;545,35002;568,33942;7,327;2621828,733;3;0;0;;;;;No matches found;No matches found;DDA for other ion;[M+Na]+1;2621828,733;;5,9;
;FALSO;;C11 H3 Cl2 O9 P3 S5;Full match;No results;No results;No results;No results;-1,79;601,69597;602,70325;1,139;1119219,224;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;1119219,224;;8,3
;FALSO;N~2~-Acetyl-L-ornithine;C7 H14 N2 O3;Full match;No results;No results;Full match;Full match;0,22;174,10048;175,10776;1,419;2049522,951;16;0;0;;;;;Multiple matches found;No matches found;DDA for preferred ion;[M+H]+1;;2049522,951;;7,5
;FALSO;;C4 H7 Cl N2 S;Full match;No results;No results;No results;No results;-2,11;150,00153;151,00881;0,988;3733453,225;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;3165616,559;3733453,225;4,2;5,3
;FALSO;;C4 H N4 O3 P;Full match;No results;No results;No results;No results;-1,71;183,97831;184,98559;7,582;21878026,29;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;18995176,9;21878026,29;6,2;4,6
;FALSO;N-(tert-Butoxycarbonyl)-L-leucine;C11 H21 N O4;Full match;No results;No results;Full match;Full match;0,1;231,14708;232,15436;3,943;1563923,418;7;0;0;;;;;Multiple matches found;No matches found;DDA for preferred ion;[M+H]+1;1407916,735;1563923,418;6,6;7,2
;FALSO;4-{Methyl[(3R,4R)-4-methyl-1-propionyl-3-piperidinyl]amino}-5,7-dihydro-6H-pyrrolo[2,3-d]pyrimidin-6-one;C16 H23 N5 O2;Full match;No results;No results;Not the top hit;No results;-4,03;317,1839;318,19117;7,292;10578815,76;3;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;10578815,76;6887601,954;4,6;5,7
;FALSO;;;No results;No results;No results;No results;No results;;108,01513;109,02241;0,305;365377,5438;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;365377,5438;;8,2
;FALSO;;;No results;No results;No results;No results;No results;;285,76435;286,77162;1,171;2374307,012;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;2374307,012;2102172,334;5,3;7
;FALSO;;C5 H9 Cl2 N4 O3 P S;Full match;No results;No results;No match;No results;0,03;305,95101;306,95758;1,194;1522019,197;1;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;1522019,197;;7,2
;FALSO;;C H2 Br Cl4 N2 P3 S;Full match;No results;No results;No results;No results;-3,18;385,70767;386,71495;1,173;1582535,869;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;1582535,869;1462954,945;7,2;7,2
;FALSO;5-methylisoxazol;C4 H5 N O;Full match;No results;No results;Full match;No results;0,76;83,03718;84,04446;1,006;2856503,522;6;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;;2856503,522;;7,5
;FALSO;Piptamine;C23 H41 N;Full match;No results;No results;No results;Full match;0,23;331,32398;332,33125;7,305;3063077,208;0;0;0;;;;;No matches found;Single match found;DDA for preferred ion;[M+H]+1;3014561,657;3063077,208;5,3;9,1
;FALSO;;C46 H106 N10 P2 S3;Full match;No results;No results;No results;No results;0,05;956,72398;479,36927;0,989;2326595,405;0;0;0;;;;;No matches found;No matches found;No MS2;[M+2H]+2;1926117,132;2326595,405;2,1;4,8
;FALSO;3-hydroxyoctanoylcarnitine;C15 H29 N O5;Full match;No results;No results;Full match;No results;0,12;303,20461;304,21189;5,083;2324945,886;1;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;2181472,082;2324945,886;8;7,5
;FALSO;;C8 H15 N2 O10 P;Full match;No results;No results;No match;No results;0,62;330,04664;331,05391;1,799;6251453,025;2;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;6148234,489;6251453,025;3,5;5,7
;FALSO;;C11 H19 O P S;Full match;No results;No results;No match;No results;3,9;230,09032;263,12383;1,959;1145023,477;9;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H+MeOH]+1;1145023,477;1100910,817;7,7;8,3
;FALSO;;C15 H2 N9 O7 P3 S4;Full match;No results;No results;No results;No results;0,46;640,81758;704,83344;1,087;1238939,656;0;0;0;;;;;No matches found;No matches found;No MS2;[M+ACN+Na]+1;1238939,656;;7,7;
;FALSO;;C4 H Br Cl3 P S2;Full match;No results;No results;No results;No results;-4,78;327,74906;328,75633;1,173;1880691,294;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;1880691,294;1720809,462;5,5;6,1
;FALSO;;C54 H115 Cl N9 O10 P3 S3;Full match;No results;No results;No results;No results;0,21;1273,68331;637,84893;1,086;1378825,167;0;0;0;;;;;No matches found;No matches found;No MS2;[M+2H]+2;1198697,747;1378825,167;7,2;7,2
;FALSO;;C6 H5 N6 O16 P S4;Full match;No results;No results;No results;No results;0,26;575,8384;576,84567;1,078;1630886,08;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;1532511,786;1630886,08;7,7;7,7
;FALSO;;C4 H Br Cl3 O6 P3 S;Full match;No results;No results;No results;No results;2,19;453,69656;532,71878;1,143;984162,9951;0;0;0;;;;;No matches found;No matches found;No MS2;[M+DMSO+H]+1;984162,9951;950887,1314;8,3;7,7
;FALSO;;C H4 O2 P2 S;Full match;No results;No results;No results;No results;0,47;141,94079;180,90394;1,183;2698836,347;0;0;0;;;;;No matches found;No matches found;No MS2;[M+K]+1;2697218,053;2698836,347;5,9;7,5
;FALSO;;C8 H4 Cl O17 P3 S3;Full match;No results;No results;No results;No results;0,27;595,75136;596,75812;1,132;906275,1129;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;906275,1129;;8,8
;FALSO;;C24 H26 N O4 P;Full match;No results;No results;No match;No match;0,33;423,16009;424,16723;1,388;1066145,633;2;0;0;;;;;Single match found;No matches found;DDA for preferred ion;[M+H]+1;1009347,724;1066145,633;8,3;3,4
;FALSO;;;No results;No results;No results;No results;No results;;616,81577;309,41516;1,01;2241498,646;0;0;0;;;;;No matches found;No matches found;No MS2;[M+2H]+2;2219364,818;2241498,646;2,1;5,9
;FALSO;cycloserine diketopiperazine;C6 H12 N4 O4;Full match;No results;No results;Full match;No results;-4,06;204,08503;205,0923;1,147;800644,4974;2;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;800644,4974;628563,8587;2,5;4,1
;FALSO;4-Nitropiazthiole;C6 H3 N3 O2 S;Full match;No results;No results;Full match;No results;1,28;180,99483;91,50469;7,572;4102579,693;2;0;0;;;;;No matches found;No matches found;DDA for other ion;[M+2H]+2;4102579,693;;5,9;
;FALSO;Malathion;C10 H19 O6 P S2;No results;No results;No results;Full match;No match;4,99;330,03771;166,02612;1,556;6532790,743;12;0;0;;;;;No matches found;Multiple matches found;DDA for preferred ion;[M+2H]+2;6532790,743;;4;
;FALSO;;C3 H6 Cl2 N3 O3 P S;Full match;No results;No results;No results;No results;-2,33;264,92384;306,95767;1,199;1528426,653;0;0;0;;;;;No matches found;No matches found;No MS2;[M+ACN+H]+1;1528426,653;;8,3;
;FALSO;;C H2 Br Cl3 N4 O2 P2 S;Full match;No results;No results;No results;No results;0,86;379,76259;380,76987;1,149;1384504,634;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;1384504,634;1240483,343;7,7;5,5
;FALSO;5-Chloro-4,6(1H,5H)-pyrimidinedione;C4 H3 Cl N2 O2;Full match;No results;No results;Full match;No results;3,99;145,98889;146,99612;0,984;2613714,246;4;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;2380168,101;2613714,246;6,4;8
;FALSO;;;No results;No results;No results;No results;No results;;1315,65952;658,83704;1,098;981693,5901;0;0;0;;;;;No matches found;No matches found;No MS2;[M+2H]+2;966265,3806;981693,5901;8,3;8,3
;FALSO;;C5 H3 Cl3 N6 O16 S3;Full match;No results;No results;No results;No results;0,05;603,78335;604,79063;1,098;1085758,551;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;1085758,551;489449,5163;5;4,1
;FALSO;;;No results;No results;No results;No results;No results;;96,50431;97,51159;0,972;3570924,715;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;3360666,453;3570924,715;5,9;4,8
;FALSO;3-BHA;C11 H16 O2;Full match;No results;No results;Full match;Partial match;-0,19;180,115;181,12227;7,078;26345203,43;36;0;0;;;;;No matches found;Multiple matches found;DDA for preferred ion;[M+H]+1;;26345203,43;;5,7
;FALSO;;;No results;No results;No results;No results;No results;;471,66739;550,68967;1,143;919385,2367;0;0;0;;;;;No matches found;No matches found;No MS2;[M+DMSO+H]+1;883490,9091;919385,2367;8,3;7,7
;FALSO;;C3 H2 O13 P2 S3;Full match;No results;No results;No results;No results;2,28;403,8142;404,82147;1,139;1211732,579;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;1211732,579;1162113,184;7,7;7,7
;FALSO;;C12 H26 N2 O5;Full match;No results;No results;No results;No results;0,07;278,18419;279,19147;1,308;1297444,616;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;1152719,955;1297444,616;8,3;8,8
;FALSO;?-Caprolactone;C6 H10 O2;Full match;No results;No results;Full match;Partial match;0,16;114,0681;97,06482;7,065;36977255,97;72;0;0;;;;;Single match found;Multiple matches found;DDA for preferred ion;[M+H-H2O]+1;36977255,97;31838934,01;5,1;4,6
;FALSO;;;No results;No results;No results;No results;No results;;108,01509;109,02237;7,307;25602441,61;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;;25602441,61;;5,1
;FALSO;5-hydroxyisouric acid;C5 H4 N4 O4;Full match;No results;No results;Full match;Full match;0,01;184,02326;185,03053;2,403;3882762,027;2;0;0;;;;;Single match found;No matches found;DDA for preferred ion;[M+H]+1;3882762,027;3513151,128;7,5;8
;FALSO;;C6 H17 N10 O3 P;Full match;No results;No results;No match;No results;-0,95;308,12198;309,12925;1,365;1528379,865;2;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;1528379,865;1360627,639;7,7;8,3
;FALSO;;C6 H12 N4 O S;Full match;No results;No results;No results;No results;0,02;188,07318;95,04387;0,972;3523455,236;0;0;0;;;;;No matches found;No matches found;No MS2;[M+2H]+2;3523455,236;2634084,166;3,2;4,8
;FALSO;;C2 H2 O7 P2 S;Full match;No results;No results;No results;No results;4,01;231,90058;232,90785;1,091;1142378,069;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;1142378,069;1063582,764;7,2;7,7
;FALSO;5-Hydroxy-DL-tryptophan;C11 H12 N2 O3;Full match;No results;No results;Full match;Partial match;-0,19;220,08475;221,09203;3,769;3114180,374;17;0;0;;;;;Multiple matches found;Single match found;DDA for preferred ion;[M+H]+1;3018196,457;3114180,374;4,2;7,5
;FALSO;;C6 H Br O S3;Full match;No results;No results;No results;No results;0,68;263,83747;264,84488;1,137;1380916,665;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;;1380916,665;;7,7
;FALSO;;;No results;No results;No results;No results;No results;;858,72094;430,36775;0,977;2430380,037;0;0;0;;;;;No matches found;No matches found;No MS2;[M+2H]+2;2430380,037;2308064,485;3,2;7,5
;FALSO;;C33 H77 N9 O10;Full match;No results;No results;No match;No results;0,23;759,57952;760,58679;7,139;16302260,36;29;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;16302260,36;;5,7;
;FALSO;;C2 H Cl4 O8 P3 S4;Full match;No results;No results;No results;No results;0,83;513,65255;592,6748;1,145;960418,0097;0;0;0;;;;;No matches found;No matches found;No MS2;[M+DMSO+H]+1;925528,2171;960418,0097;8,3;7,7
;FALSO;glu-ser;C8 H14 N2 O6;Full match;No results;No results;Full match;No results;0,09;234,08521;235,09248;2,37;19058943,91;5;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;;19058943,91;;5,1
;FALSO;;C9 H3 N4 O14 P3 S2;Full match;No results;No results;No results;No results;0,56;547,83031;548,83759;1,056;885194,9347;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;885194,9347;;8,8
;FALSO;3-BHA;C11 H16 O2;Full match;No results;No results;Full match;Partial match;-0,04;180,11502;181,1223;7,204;26867992,08;36;0;0;;;;;No matches found;Multiple matches found;DDA for preferred ion;[M+H]+1;26867992,08;;5,1;
;FALSO;Aconitic anhydride;C6 H4 O5;Full match;No results;No results;Full match;No results;0,13;156,00589;157,01317;2,144;3262815,162;3;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;3262815,162;3145022,862;6,4;7
;FALSO;;C14 H2 N2 O11 S3;Full match;No results;No results;No results;No results;0,8;469,88244;470,88972;1,065;1129471,189;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;1129471,189;1031866,86;8,3;8,3
;FALSO;;C6 H6 Cl4 N2 O5 P2 S4;Full match;No results;No results;No results;No results;0,09;515,73893;516,74551;1,136;1115321,174;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;846595,1072;1115321,174;8,3;7,7
;FALSO;"[Similar to: Ethylenediaminetetraacetic acid (EDTA); ?Mass: -0.0635 Da]";C5 H11 N8 O P3;Full match;Invalid mass;No results;No match;No results;0,96;292,02715;293,03442;1,428;366013,1387;7;2;0;;;71,6;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;;366013,1387;;8,2
;FALSO;CAPROYL SARCOSINE;C13 H25 N O3;Full match;No results;No results;Full match;No results;-0,04;243,18343;244,19072;6,813;2825432,121;2;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;2295569,681;2825432,121;7;7
;FALSO;;;No results;No results;No results;No results;No results;;643,82579;644,83307;1,082;1484399,303;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;1484399,303;;7,7;
;FALSO;1,6-Hexanediol diacrylate;C12 H18 O4;Full match;No results;No results;Full match;Partial match;-0,17;226,12047;227,12775;7,103;27013032,96;14;0;0;;;;;No matches found;Multiple matches found;DDA for preferred ion;[M+H]+1;27013032,96;;4,6;
;FALSO;;C20 H43 N O4;Full match;No results;No results;No results;No results;0,11;361,31925;362,32652;6,82;1789882,734;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;1643334,867;1789882,734;8,3;8,3
;FALSO;bis(pentamethylene)urea;C11 H20 N2 O;Full match;No results;No results;Full match;No results;0,14;196,15759;197,16487;7,611;3222058,288;2;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;2391958,182;3222058,288;8,6;8
;FALSO;;C4 H6 N4 O5;Full match;No results;No results;No results;No results;-3,79;190,0331;191,04037;1,279;1704216,001;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;1704216,001;;7,7;
;FALSO;Homocitrulline;C7 H15 N3 O3;Full match;No results;No results;Full match;Full match;0,31;189,1114;190,11868;1,531;1849966,15;5;0;0;;;;;Single match found;No matches found;DDA for preferred ion;[M+H]+1;1849966,15;1692087,079;5;3,4
;FALSO;Linoleyl carnitine;C25 H45 N O4;Full match;No results;No results;Full match;No results;0,21;423,33495;424,34222;7,213;1603666,765;2;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;1603666,765;1567233,622;6,6;8,3
;FALSO;;C4 H6 Cl3 O15 P S3;Full match;No results;No results;No results;No results;0,64;525,76754;526,77399;1,136;1033535,675;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;1033535,675;;8,3
;FALSO;;;No results;No results;No results;No results;No results;;259,89018;260,89746;1,105;1595091,572;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;1595091,572;1542049,873;8,3;8,3
;FALSO;;;No results;No results;No results;No results;No results;;1423,62632;712,82043;1,078;1281470,346;0;0;0;;;;;No matches found;No matches found;No MS2;[M+2H]+2;1281470,346;;7,7;
;FALSO;;C11 H3 N4 O16 P3 S;Full match;No results;No results;No results;No results;0,01;571,84777;572,85517;1,102;975131,7093;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;975131,7093;378840,1719;8,3;3,8
